target_id	length	eff_length	est_counts	tpm
evm.model.01.40	19438	19133.2	59	5.93566
evm.model.10.2068	11221	10916.2	7.16987	1.26429
evm.model.03.2112	13918	13613.2	43	6.08014
evm.model.03.111	6068	5763.17	8	2.67198
evm.model.01.2715	11760	11455.2	25.3515	4.25997
evm.model.02.1085	13396	13091.2	57	8.38109
evm.model.06.1418	7504	7199.17	55	14.7057
evm.model.05.181	34933	34628.2	70	3.8911
evm.model.05.2038	26225	25920.2	105.82	7.85838
evm.model.10.1136	22495	22190.2	78	6.76609
evm.model.06.1594	10718	10413.2	85	15.7123
evm.model.02.2069	12526	12221.2	31	4.88262
evm.model.01.3	18155	17850.2	94	10.1365
novel_model_2271_5bd9a17a.1.5bd9b136	878	573.167	4	13.4333
novel_model_2272_5bd9a17a.2.5bd9b136	1085	780.167	0	0
novel_model_2270_5bd9a17a	1157	852.167	0	0
novel_model_1704_5bd9a17a	1529	1224.17	1	1.5724
evm.model.02.266	396	266.75	0	0
evm.model.02.43	1794	1489.17	10	12.9259
evm.model.02.3047	1707	1402.17	2	2.74558
novel_model_994_5bd9a17a	1418	1113.17	22.0887	38.1957
novel_model_997_5bd9a17a.2.5bd9b135	1547	1242.17	0	0
novel_model_995_5bd9a17a.1.5bd9b135	1323	1018.17	16.9113	31.9714
novel_model_996_5bd9a17a.3.5bd9b135	1178	873.167	0	0
evm.model.05.1111	1194	889.167	0	0
evm.model.07.208	1055	750.167	0	0
evm.model.10.9	988	683.167	18	50.7166
evm.model.02.2874	1731	1426.17	2.91054	3.92833
evm.model.02.2874.1.5bd9b136	1241	936.167	9.08946	18.6891
evm.model.06.1955	696	433.182	5	22.2179
evm.model.03.1605	1305	1000.17	0	0
evm.model.02.1964	1233	928.167	1	2.07385
evm.model.10.1123	1200	895.167	0	0
evm.model.10.282.3.5bd9b13d	975	670.167	1.70486	4.89677
evm.model.10.282.3.5bd9b13d.1.5bdae6dc	917	612.167	0	0
evm.model.10.282.1.5bd9b13d	1050	745.167	0	0
evm.model.10.282.5.5bd9b13d	789	484.167	0.341594	1.35806
evm.model.10.282	1132	827.167	9.95355	23.1627
evm.model.10.282.2.5bd9b13d	886	581.167	0	0
evm.model.10.282.4.5bd9b13d	1412	1107.17	0	0
evm.model.01.1936	240	131.571	0	0
evm.model.01.2877	369	239.75	0	0
evm.model.09.1347	4602	4297.17	0	0
evm.model.02.1925	4806	4501.17	3.84922	1.64608
evm.model.07.270	1260	955.167	4	8.06092
novel_model_3830_5bd9a17a	2451	2146.17	0	0
evm.model.01.2844	246	137.571	0	0
evm.model.05.556	417	287.75	0	0
evm.model.09.1360	333	203.75	0	0
evm.model.09.1517	4632	4327.17	0	0
novel_model_4177_5bd9a17a	1382	1077.17	62.4064	111.519
novel_model_4178_5bd9a17a.1.5bd9b139	1280	975.167	2.97283	5.86807
novel_model_4179_5bd9a17a.2.5bd9b139	1517	1212.17	6.62081	10.5136
novel_model_4698_5bd9a17a.2.5bd9b13a	1386	1081.17	1	1.78037
novel_model_4700_5bd9a17a.5.5bd9b13a	1061	756.167	0	0
novel_model_4696_5bd9a17a.4.5bd9b13a	1532	1227.17	0	0
novel_model_4699_5bd9a17a.1.5bd9b13a	1525	1220.17	0	0
novel_model_4697_5bd9a17a.3.5bd9b13a	1473	1168.17	0	0
novel_model_4695_5bd9a17a	1463	1158.17	0	0
evm.model.07.1005	1782	1477.17	1	1.30309
novel_model_740_5bd9a17a	1269	964.167	2.44929	4.88982
novel_model_741_5bd9a17a.1.5bd9b134	1647	1342.17	3.55071	5.09228
evm.model.08.1532	927	622.167	0	0
novel_model_6193_5bd9a17a	879	574.167	0	0
evm.model.01.2454	531	401.75	0	0
evm.model.02.1506	2190	1885.17	11	11.2317
evm.model.07.1130	930	625.167	0	0
evm.model.09.1624	1191	886.167	0	0
evm.model.06.1533	468	338.75	0	0
evm.model.04.1110	678	415.182	0	0
evm.model.07.1463	267	158.571	0	0
evm.model.06.2098	462	332.75	0	0
evm.model.04.1027	1029	724.167	0	0
evm.model.07.224	465	335.75	0	0
evm.model.02.1210	893	588.167	12.2101	39.9597
evm.model.10.593	1326	1021.17	0	0
evm.model.07.1249	1864	1559.17	7	8.64191
evm.model.07.1249.1.5bd9b13c	1797	1492.17	0	0
evm.model.ctgX8.3	810	505.167	0	0
evm.model.05.1899	720	457.182	0	0
evm.model.ctgX2.51	324	194.75	0	0
evm.model.10.568	393	263.75	0	0
novel_model_2034_5bd9a17a	1139	834.167	4	9.2302
evm.model.08.240	1680	1375.17	84	117.579
evm.model.04.1217	1869	1564.17	0	0
novel_model_4415_5bd9a17a	911	606.167	0	0
novel_model_4418_5bd9a17a.1.5bd9b139	1167	862.167	0	0
novel_model_4422_5bd9a17a.7.5bd9b139	1263	958.167	3.07536	6.17815
novel_model_4421_5bd9a17a.6.5bd9b139	1787	1482.17	0	0
novel_model_4416_5bd9a17a.3.5bd9b139	1129	824.167	13.9246	32.5217
novel_model_4417_5bd9a17a.2.5bd9b139	1134	829.167	0	0
novel_model_4420_5bd9a17a.4.5bd9b139	1317	1012.17	0	0
novel_model_4419_5bd9a17a.5.5bd9b139	1738	1433.17	0	0
evm.model.09.83	4257	3952.17	18	8.7668
evm.model.ctgX9.4	621	441.889	1	4.35603
evm.model.07.1620	1056	751.167	7	17.9377
evm.model.04.1330	2082	1777.17	207.587	224.842
novel_model_7239_5bd9a17a	1877	1572.17	5.16747	6.3268
evm.model.05.2045	1284	979.167	0	0
novel_model_4945_5bd9a17a	1472	1167.17	16	26.3871
evm.model.08.1636	339	209.75	10	91.7703
novel_model_1049_5bd9a17a	1564	1259.17	0	0
novel_model_1381_5bd9a17a	901	596.167	10	32.2876
evm.model.06.742	1305	1000.17	0	0
evm.model.08.394	270	161.571	0	0
evm.model.06.315	1489	1184.17	39	63.3951
evm.model.06.952.2.5bd9b13a	2324	2019.17	3	2.85991
evm.model.06.952.3.5bd9b13a	1675	1370.17	1.04207e-07	1.46396e-07
evm.model.06.952.1.5bd9b13a	2298	1993.17	0	0
evm.model.06.952	2384	2079.17	0	0
evm.model.08.1950	1071	766.167	74	185.914
evm.model.01.2671	1173	868.167	71	157.42
evm.model.07.1875	993	688.167	5	13.9856
evm.model.03.447	1050	745.167	0	0
evm.model.05.488	1221	916.167	0	0
novel_model_5047_5bd9a17a.1.5bd9b13a	1291	986.167	0	0
novel_model_5046_5bd9a17a	1702	1397.17	40.1969	55.3794
evm.model.02.607	4431	4126.17	0	0
evm.model.08.1017	1335	1030.17	15	28.0277
evm.model.04.667	390	260.75	0	0
evm.model.06.162	303	173.75	0	0
evm.model.03.1820	1917	1612.17	0	0
evm.model.05.551	363	233.75	0	0
novel_model_1871_5bd9a17a	842	537.167	0	0
evm.model.08.1020	1620	1315.17	36	52.6897
evm.model.06.2013	2532	2227.17	50	43.2137
novel_model_1088_5bd9a17a.10.5bd9b135	2266	1961.17	0	0
novel_model_1085_5bd9a17a.7.5bd9b135	1952	1647.17	0	0
novel_model_1078_5bd9a17a	1813	1508.17	0.1448	0.184809
novel_model_1087_5bd9a17a.11.5bd9b135	2281	1976.17	2.74093	2.66979
novel_model_1081_5bd9a17a.4.5bd9b135	1877	1572.17	0	0
novel_model_1086_5bd9a17a.6.5bd9b135	1944	1639.17	0	0
novel_model_1079_5bd9a17a.5.5bd9b135	1888	1583.17	77.1143	93.7588
novel_model_1080_5bd9a17a.1.5bd9b135	1831	1526.17	0	0
novel_model_1083_5bd9a17a.2.5bd9b135	1907	1602.17	0	0
novel_model_1084_5bd9a17a.8.5bd9b135	1806	1501.17	0	0
novel_model_1090_5bd9a17a.12.5bd9b135	2445	2140.17	0	0
novel_model_1089_5bd9a17a.9.5bd9b135	2203	1898.17	0	0
novel_model_1082_5bd9a17a.3.5bd9b135	1830	1525.17	0	0
evm.model.06.765.5.5bd9b13a	1764	1459.17	0	0
evm.model.06.765.1.5bd9b13a.1.5bdae6dc	1622	1317.17	14.9534	21.8526
evm.model.06.765	1685	1380.17	0	0
evm.model.06.765.3.5bd9b13a	1534	1229.17	1.0466	1.63898
evm.model.06.765.1.5bd9b13a	1562	1257.17	1.71097e-08	2.61971e-08
