target_id	length	eff_length	est_counts	tpm
evm.model.01.40	19438	19318.5	9	2.09647
evm.model.10.2068	11221	11101.5	0	0
evm.model.03.2112	13918	13798.5	9	2.93515
evm.model.03.111	6068	5948.5	0	0
evm.model.01.2715	11760	11640.5	5	1.93294
evm.model.02.1085	13396	13276.5	4	1.3558
evm.model.06.1418	7504	7384.5	26	15.8443
evm.model.05.181	34933	34813.5	6	0.775574
evm.model.05.2038	26225	26105.5	12	2.06856
evm.model.10.1136	22495	22375.5	15	3.01674
evm.model.06.1594	10718	10598.5	6	2.54757
evm.model.02.2069	12526	12406.5	4	1.45088
evm.model.01.3	18155	18035.5	12	2.99414
novel_model_2271_5bd9a17a.1.5bd9b136	878	758.5	1	5.93286
novel_model_2272_5bd9a17a.2.5bd9b136	1085	965.5	0	0
novel_model_2270_5bd9a17a	1157	1037.5	0	0
novel_model_1704_5bd9a17a	1529	1409.5	0	0
evm.model.02.266	396	276.5	0	0
evm.model.02.43	1794	1674.5	2	5.37483
evm.model.02.3047	1707	1587.5	0	0
novel_model_994_5bd9a17a	1418	1298.5	1	3.46559
novel_model_997_5bd9a17a.2.5bd9b135	1547	1427.5	0	0
novel_model_995_5bd9a17a.1.5bd9b135	1323	1203.5	3	11.2175
novel_model_996_5bd9a17a.3.5bd9b135	1178	1058.5	0	0
evm.model.05.1111	1194	1074.5	0	0
evm.model.07.208	1055	935.5	1	4.81034
evm.model.10.9	988	868.5	5	25.9072
evm.model.02.2874	1731	1611.5	0	0
evm.model.02.2874.1.5bd9b136	1241	1121.5	3	12.0376
evm.model.06.1955	696	576.5	2	15.6117
evm.model.03.1605	1305	1185.5	0	0
evm.model.02.1964	1233	1113.5	0	0
evm.model.10.1123	1200	1080.5	0	0
evm.model.10.282.3.5bd9b13d	975	855.5	0	0
evm.model.10.282.3.5bd9b13d.1.5bdae6dc	917	797.5	0	0
evm.model.10.282.1.5bd9b13d	1050	930.5	0	0
evm.model.10.282.5.5bd9b13d	789	669.5	1	6.72154
evm.model.10.282	1132	1012.5	0	0
evm.model.10.282.2.5bd9b13d	886	766.5	0	0
evm.model.10.282.4.5bd9b13d	1412	1292.5	0	0
evm.model.01.1936	240	120.5	0	0
evm.model.01.2877	369	249.5	0	0
evm.model.09.1347	4602	4482.5	0	0
evm.model.02.1925	4806	4686.5	0	0
evm.model.07.270	1260	1140.5	0	0
novel_model_3830_5bd9a17a	2451	2331.5	0	0
evm.model.01.2844	246	126.5	0	0
evm.model.05.556	417	297.5	0	0
evm.model.09.1360	333	213.5	0	0
evm.model.09.1517	4632	4512.5	0	0
novel_model_4177_5bd9a17a	1382	1262.5	8	28.5153
novel_model_4178_5bd9a17a.1.5bd9b139	1280	1160.5	0	0
novel_model_4179_5bd9a17a.2.5bd9b139	1517	1397.5	0	0
novel_model_4698_5bd9a17a.2.5bd9b13a	1386	1266.5	0	0
novel_model_4700_5bd9a17a.5.5bd9b13a	1061	941.5	0	0
novel_model_4696_5bd9a17a.4.5bd9b13a	1532	1412.5	0	0
novel_model_4699_5bd9a17a.1.5bd9b13a	1525	1405.5	0	0
novel_model_4697_5bd9a17a.3.5bd9b13a	1473	1353.5	0	0
novel_model_4695_5bd9a17a	1463	1343.5	0	0
evm.model.07.1005	1782	1662.5	0	0
novel_model_740_5bd9a17a	1269	1149.5	1	3.91481
novel_model_741_5bd9a17a.1.5bd9b134	1647	1527.5	0	0
evm.model.08.1532	927	807.5	0	0
novel_model_6193_5bd9a17a	879	759.5	0	0
evm.model.01.2454	531	411.5	0	0
evm.model.02.1506	2190	2070.5	0	0
evm.model.07.1130	930	810.5	0	0
evm.model.09.1624	1191	1071.5	0	0
evm.model.06.1533	468	348.5	0	0
evm.model.04.1110	678	558.5	0	0
evm.model.07.1463	267	147.5	0	0
evm.model.06.2098	462	342.5	0	0
evm.model.04.1027	1029	909.5	0	0
evm.model.07.224	465	345.5	0	0
evm.model.02.1210	893	773.5	1.67882	9.76703
evm.model.10.593	1326	1206.5	0	0
evm.model.07.1249	1864	1744.5	0	0
evm.model.07.1249.1.5bd9b13c	1797	1677.5	1	2.68261
evm.model.ctgX8.3	810	690.5	0	0
evm.model.05.1899	720	600.5	0	0
evm.model.ctgX2.51	324	204.5	0	0
evm.model.10.568	393	273.5	0	0
novel_model_2034_5bd9a17a	1139	1019.5	0	0
evm.model.08.240	1680	1560.5	10	28.8374
evm.model.04.1217	1869	1749.5	0	0
novel_model_4415_5bd9a17a	911	791.5	1	5.6855
novel_model_4418_5bd9a17a.1.5bd9b139	1167	1047.5	0	0
novel_model_4422_5bd9a17a.7.5bd9b139	1263	1143.5	0	0
novel_model_4421_5bd9a17a.6.5bd9b139	1787	1667.5	0	0
novel_model_4416_5bd9a17a.3.5bd9b139	1129	1009.5	0	0
novel_model_4417_5bd9a17a.2.5bd9b139	1134	1014.5	0	0
novel_model_4420_5bd9a17a.4.5bd9b139	1317	1197.5	0	0
novel_model_4419_5bd9a17a.5.5bd9b139	1738	1618.5	0	0
evm.model.09.83	4257	4137.5	4	4.35052
evm.model.ctgX9.4	621	501.5	0	0
evm.model.07.1620	1056	936.5	3	14.4156
evm.model.04.1330	2082	1962.5	27.6729	63.4547
novel_model_7239_5bd9a17a	1877	1757.5	0	0
evm.model.05.2045	1284	1164.5	0	0
novel_model_4945_5bd9a17a	1472	1352.5	4	13.3089
evm.model.08.1636	339	219.5	1	20.5015
novel_model_1049_5bd9a17a	1564	1444.5	0	0
novel_model_1381_5bd9a17a	901	781.5	0	0
evm.model.06.742	1305	1185.5	0	0
evm.model.08.394	270	150.5	0	0
evm.model.06.315	1489	1369.5	2	6.57185
evm.model.06.952.2.5bd9b13a	2324	2204.5	0	0
evm.model.06.952.3.5bd9b13a	1675	1555.5	2	5.78601
evm.model.06.952.1.5bd9b13a	2298	2178.5	0	0
evm.model.06.952	2384	2264.5	0	0
evm.model.08.1950	1071	951.5	7	33.1062
evm.model.01.2671	1173	1053.5	5	21.3577
evm.model.07.1875	993	873.5	0	0
evm.model.03.447	1050	930.5	0	0
evm.model.05.488	1221	1101.5	0	0
novel_model_5047_5bd9a17a.1.5bd9b13a	1291	1171.5	0	0
novel_model_5046_5bd9a17a	1702	1582.5	4.52143	12.8574
evm.model.02.607	4431	4311.5	0	0
evm.model.08.1017	1335	1215.5	0	0
evm.model.04.667	390	270.5	0	0
evm.model.06.162	303	183.5	0	0
evm.model.03.1820	1917	1797.5	0	0
evm.model.05.551	363	243.5	0	0
novel_model_1871_5bd9a17a	842	722.5	0	0
evm.model.08.1020	1620	1500.5	5	14.9952
evm.model.06.2013	2532	2412.5	1	1.86532
novel_model_1088_5bd9a17a.10.5bd9b135	2266	2146.5	0	0
novel_model_1085_5bd9a17a.7.5bd9b135	1952	1832.5	0	0
novel_model_1078_5bd9a17a	1813	1693.5	0	0
novel_model_1087_5bd9a17a.11.5bd9b135	2281	2161.5	0	0
novel_model_1081_5bd9a17a.4.5bd9b135	1877	1757.5	0	0
novel_model_1086_5bd9a17a.6.5bd9b135	1944	1824.5	0	0
novel_model_1079_5bd9a17a.5.5bd9b135	1888	1768.5	8	20.3566
novel_model_1080_5bd9a17a.1.5bd9b135	1831	1711.5	0	0
novel_model_1083_5bd9a17a.2.5bd9b135	1907	1787.5	0	0
novel_model_1084_5bd9a17a.8.5bd9b135	1806	1686.5	0	0
novel_model_1090_5bd9a17a.12.5bd9b135	2445	2325.5	0	0
novel_model_1089_5bd9a17a.9.5bd9b135	2203	2083.5	0	0
novel_model_1082_5bd9a17a.3.5bd9b135	1830	1710.5	0	0
evm.model.06.765.5.5bd9b13a	1764	1644.5	0	0
evm.model.06.765.1.5bd9b13a.1.5bdae6dc	1622	1502.5	0	0
evm.model.06.765	1685	1565.5	0	0
evm.model.06.765.3.5bd9b13a	1534	1414.5	0	0
evm.model.06.765.1.5bd9b13a	1562	1442.5	0	0
evm.model.06.765.4.5bd9b13a	1416	1296.5	0	0
evm.model.06.765.1.5bd9b13a.3.5bdae6dc	1344	1224.5	2	7.35006
evm.model.06.765.2.5bd9b13a	1575	1455.5	0	0
evm.model.06.765.1.5bd9b13a.2.5bdae6dc	1509	1389.5	0	0
evm.model.02.983	1318	1198.5	3	11.2643
novel_model_3085_5bd9a17a.3.5bd9b137	1354	1234.5	0	0
novel_model_3087_5bd9a17a.5.5bd9b137	830	710.5	0	0
novel_model_3084_5bd9a17a.2.5bd9b137	1594	1474.5	0	0
novel_model_3082_5bd9a17a	1474	1354.5	0	0
novel_model_3083_5bd9a17a.1.5bd9b137	1491	1371.5	0	0
novel_model_3086_5bd9a17a.4.5bd9b137	998	878.5	0	0
evm.model.01.253	2123	2003.5	3	6.73832
evm.model.10.527	1360	1240.5	0	0
evm.model.10.716	618	498.5	0	0
evm.model.01.2573.1.5bdae6e4	2371	2251.5	0	0
evm.model.01.2573	1932	1812.5	3	7.4484
evm.model.01.2573.2.5bdae6e4	1777	1657.5	0	0
novel_model_7123_5bd9a17a	1058	938.5	1.16205	5.572
novel_model_7124_5bd9a17a.1.5bd9b13d	2178	2058.5	1.83795	4.01792
evm.model.08.848	876	756.5	0	0
evm.model.04.382	1350	1230.5	0	0
novel_model_4000_5bd9a17a.2.5bd9b139	693	573.5	0	0
novel_model_3999_5bd9a17a.1.5bd9b139	1808	1688.5	1.99983	5.3298
novel_model_3998_5bd9a17a	1832	1712.5	0.000172633	0.000453642
evm.model.05.1109	792	672.5	0	0
evm.model.02.2308	1902	1782.5	1	2.52459
evm.model.06.1992	915	795.5	0	0
evm.model.03.487	510	390.5	0	0
evm.model.03.1358	1113	993.5	0	0
evm.model.02.2429	282	162.5	5	138.464
evm.model.06.12	270	150.5	0	0
evm.model.05.1857	1768	1648.5	0	0
evm.model.ctgX4.4	439	319.5	0	0
evm.model.06.394	354	234.5	0	0
evm.model.01.1200	1265	1145.5	2	7.85696
evm.model.09.1343	936	816.5	2	11.0228
evm.model.01.262	1257	1137.5	3	11.8683
novel_model_6630_5bd9a17a	718	598.5	0	0
evm.model.08.760	279	159.5	0	0
evm.model.02.1408	393	273.5	0	0
evm.model.07.103	708	588.5	0	0
evm.model.09.1354	993	873.5	6	30.9106
evm.model.04.1391	1599	1479.5	0	0
evm.model.04.259	1206	1086.5	3	12.4254
evm.model.07.352	1105	985.5	4	18.2651
evm.model.02.2796	1179	1059.5	0	0
novel_model_5765_5bd9a17a	1644	1524.5	0	0
evm.model.02.2001	1802	1682.5	0	0
evm.model.02.2001.1.5bdae6e2	1960	1840.5	0	0
evm.model.01.589	1515	1395.5	0	0
evm.model.04.1847	291	171.5	0	0
evm.model.04.1425	2065	1945.5	4	9.25227
evm.model.04.1425.1.5bd9b138	1838	1718.5	0	0
evm.model.03.556	558	438.5	0	0
evm.model.10.698	2789	2669.5	0	0
evm.model.07.1694	732	612.5	0	0
novel_model_2166_5bd9a17a	1280	1160.5	1	3.8777
novel_model_2167_5bd9a17a.1.5bd9b136	1442	1322.5	0	0
evm.model.ctgX47.3	1833	1713.5	2	5.25249
evm.model.ctgX47.3.1.5bd9b13d	4210	4090.5	0	0
evm.model.05.886	279	159.5	0	0
evm.model.02.2065	1953	1833.5	0	0
evm.model.02.2065.1.5bd9b136	1449	1329.5	0	0
novel_model_6569_5bd9a17a	777	657.5	0	0
evm.model.06.1432	1347	1227.5	0	0
evm.model.05.1191	2379	2259.5	11	21.9079
novel_model_7212_5bd9a17a	1177	1057.5	0	0
novel_model_7213_5bd9a17a.1.5bd9b13d	1008	888.5	5	25.324
evm.model.09.1315	1569	1449.5	0	0
evm.model.10.657	1438	1318.5	0	0
evm.model.08.1622	648	528.5	0	0
evm.model.01.2570	582	462.5	0	0
evm.model.04.484	687	567.5	0	0
evm.model.07.351	1476	1356.5	1	3.31741
evm.model.09.1395	3345	3225.5	0	0
evm.model.02.802	2547	2427.5	0	0
evm.model.10.1668	678	558.5	0	0
evm.model.04.2391	1509	1389.5	0	0
novel_model_63_5bd9a17a	751	631.5	0	0
evm.model.06.1951	1158	1038.5	6	25.9995
evm.model.03.595	1560	1440.5	1	3.12397
evm.model.02.1077	375	255.5	0	0
evm.model.06.119.1.5bd9b139	2034	1914.5	5.99996	14.103
evm.model.06.119	1737	1617.5	4.27633e-05	0.000118973
evm.model.05.103.2.5bdae6d8	1757	1637.5	0	0
evm.model.05.103	2356	2236.5	0	0
evm.model.05.103.1.5bd9b139	1069	949.5	0	0
evm.model.05.103.3.5bdae6d8	2018	1898.5	0	0
evm.model.05.103.1.5bdae6d8	1755	1635.5	0	0
novel_model_1458_5bd9a17a.1.5bd9b135	732	612.5	0	0
novel_model_1457_5bd9a17a	2652	2532.5	4.99996	8.88458
novel_model_1459_5bd9a17a.3.5bd9b135	2174	2054.5	3.78161e-05	8.28305e-05
novel_model_1460_5bd9a17a.2.5bd9b135	972	852.5	0	0
evm.model.06.1767	1533	1413.5	3	9.55092
evm.model.01.540.1.5bdae6db	2840	2720.5	7	11.5789
evm.model.01.540	3309	3189.5	0	0
evm.model.03.2082	3180	3060.5	0	0
novel_model_5571_5bd9a17a	1482	1362.5	0	0
evm.model.01.649	609	489.5	0	0
novel_model_3887_5bd9a17a	1436	1316.5	1	3.41821
evm.model.04.1579	1422	1302.5	0	0
novel_model_6662_5bd9a17a	790	670.5	1	6.71152
evm.model.06.998	3723	3603.5	0	0
evm.model.03.1538	1761	1641.5	0	0
evm.model.06.696	2454	2334.5	0	0
evm.model.07.587	357	237.5	0	0
evm.model.02.1067	1438	1318.5	2	6.82605
evm.model.01.3041	1170	1050.5	0	0
evm.model.05.134	3471	3351.5	3	4.02811
evm.model.03.874	1077	957.5	0	0
evm.model.01.276	2009	1889.5	4.06497	9.68121
evm.model.01.276.1.5bd9b134	1927	1807.5	0	0
evm.model.02.582	369	249.5	0	0
evm.model.04.180	444	324.5	1	13.8677
evm.model.03.1171	1602	1482.5	0	0
evm.model.09.549	375	255.5	5	88.0641
evm.model.06.434	3822	3702.5	0	0
evm.model.03.327	597	477.5	0	0
evm.model.06.663	840	720.5	0	0
novel_model_1775_5bd9a17a	921	801.5	0	0
evm.model.05.1854	492	372.5	0	0
evm.model.02.2416	3024	2904.5	3	4.64804
evm.model.03.324	4326	4206.5	0	0
novel_model_6690_5bd9a17a	637	517.5	0	0
evm.model.08.76	1977	1857.5	4	9.6906
evm.model.06.2057	972	852.5	0	0
evm.model.05.139	852	732.5	0	0
evm.model.02.806	282	162.5	0	0
evm.model.04.2203	1014	894.5	0.5	2.51541
evm.model.07.48	1062	942.5	3	14.3238
evm.model.02.352	977	857.5	0	0
evm.model.04.817	252	132.5	0	0
evm.model.07.1346	408	288.5	0	0
evm.model.04.339	1077	957.5	0	0
evm.model.03.1942	3246	3126.5	2	2.87866
evm.model.03.1061	855	735.5	0	0
evm.model.01.1749	552	432.5	0	0
evm.model.05.598	705	585.5	0	0
evm.model.02.2558	891	771.5	0	0
evm.model.01.2344	288	168.5	0	0
evm.model.02.528	1461	1341.5	1	3.35451
evm.model.08.302	513	393.5	0	0
evm.model.09.476	396	276.5	0	0
evm.model.05.1105	612	492.5	0	0
evm.model.09.1601	3813	3693.5	5	6.09188
evm.model.09.759	414	294.5	0	0
evm.model.03.699	636	516.5	0	0
evm.model.03.1493	807	687.5	1	6.54556
evm.model.ctgX3.11	1863	1743.5	0	0
evm.model.09.550	768	648.5	0	0
evm.model.08.1856	360	240.5	9	168.402
evm.model.04.1671.1.5bd9b138	1764	1644.5	0	0
evm.model.04.1671	1611	1491.5	0	0
evm.model.04.2079	207	87.5	0	0
evm.model.09.177	1236	1116.5	0	0
evm.model.02.1323.1.5bd9b135	2968	2848.5	2.74221e-07	4.33216e-07
evm.model.02.1323.2.5bd9b135	2446	2326.5	0	0
evm.model.02.1323	2886	2766.5	70.5701	114.791
evm.model.06.189.1.5bd9b139	2278	2158.5	4	8.33926
evm.model.06.189	2384	2264.5	0	0
evm.model.01.800	1077	957.5	0	0
evm.model.02.1302	1698	1578.5	2	5.70171
evm.model.09.295	1209	1089.5	0	0
evm.model.02.2783	249	129.5	0	0
evm.model.10.836	912	792.5	1	5.67833
evm.model.09.1688	408	288.5	0	0
evm.model.03.666	1495	1375.5	6.74048	22.0521
evm.model.03.666.1.5bd9b137	1515	1395.5	3.25952	10.511
evm.model.03.666.3.5bd9b137	1040	920.5	0	0
evm.model.03.666.2.5bd9b137	1438	1318.5	0	0
evm.model.04.1509	732	612.5	0	0
evm.model.02.1086	1575	1455.5	4	12.3671
evm.model.05.3	414	294.5	0	0
evm.model.10.1640	1353	1233.5	0	0
evm.model.07.1221	1185	1065.5	0	0
evm.model.07.1221.2.5bd9b13c	1455	1335.5	0	0
evm.model.07.1221.1.5bd9b13c	802	682.5	0	0
novel_model_3882_5bd9a17a	1242	1122.5	3	12.0269
evm.model.10.1787	1413	1293.5	0	0
evm.model.01.1203	879	759.5	0	0
evm.model.09.514	768	648.5	0	0
evm.model.01.1864	405	285.5	0	0
evm.model.04.211	1209	1089.5	1	4.1304
evm.model.04.465	225	105.5	0	0
novel_model_2540_5bd9a17a	2176	2056.5	4	8.75288
evm.model.07.1326	1931	1811.5	1	2.48417
evm.model.03.396	1888	1768.5	11	27.9903
evm.model.03.396.1.5bdae6db	2063	1943.5	0	0
evm.model.09.1119	2535	2415.5	4	7.45199
evm.model.04.2441	213	93.5	0	0
evm.model.05.948	579	459.5	0	0
evm.model.10.2003	621	501.5	0	0
evm.model.09.1339	216	96.5	0	0
evm.model.10.1061	2506	2386.5	1	1.88564
evm.model.ctgX1.8	1951	1831.5	0	0
evm.model.03.615	312	192.5	0	0
novel_model_473_5bd9a17a	1562	1442.5	0	0
evm.model.04.1608	585	465.5	0	0
evm.model.08.1465	621	501.5	0	0
novel_model_5156_5bd9a17a	734	614.5	0	0
