target_id	length	eff_length	est_counts	tpm
evm.model.01.40	19438	19080.5	36	3.94712
evm.model.10.2068	11221	10863.5	4	0.770297
evm.model.03.2112	13918	13560.5	40	6.17095
evm.model.03.111	6068	5710.5	1	0.366348
evm.model.01.2715	11760	11402.5	16	2.93554
evm.model.02.1085	13396	13038.5	50	8.02251
evm.model.06.1418	7504	7146.5	60	17.5641
evm.model.05.181	34933	34575.5	44	2.66227
evm.model.05.2038	26225	25867.5	72	5.82299
evm.model.10.1136	22495	22137.5	54.0166	5.10466
evm.model.06.1594	10718	10360.5	31	6.25963
evm.model.02.2069	12526	12168.5	22	3.78228
evm.model.01.3	18155	17797.5	72.0275	8.46657
novel_model_2271_5bd9a17a.1.5bd9b136	878	520.5	0	0
novel_model_2272_5bd9a17a.2.5bd9b136	1085	727.5	0	0
novel_model_2270_5bd9a17a	1157	799.5	0	0
novel_model_1704_5bd9a17a	1529	1171.5	0	0
evm.model.02.266	396	248	1	8.4356
evm.model.02.43	1794	1436.5	8	11.6507
evm.model.02.3047	1707	1349.5	0	0
novel_model_994_5bd9a17a	1418	1060.5	6.31171	12.451
novel_model_997_5bd9a17a.2.5bd9b135	1547	1189.5	0	0
novel_model_995_5bd9a17a.1.5bd9b135	1323	965.5	12.6883	27.4928
novel_model_996_5bd9a17a.3.5bd9b135	1178	820.5	0	0
evm.model.05.1111	1194	836.5	0	0
evm.model.07.208	1055	697.5	3	8.99797
evm.model.10.9	988	630.5	43	142.676
evm.model.02.2874	1731	1373.5	7	10.662
evm.model.02.2874.1.5bd9b136	1241	883.5	0	0
evm.model.06.1955	696	338.5	6	37.0818
evm.model.03.1605	1305	947.5	0	0
evm.model.02.1964	1233	875.5	0	0
evm.model.10.1123	1200	842.5	0	0
evm.model.10.282.3.5bd9b13d	975	617.5	0	0
evm.model.10.282.3.5bd9b13d.1.5bdae6dc	917	559.5	0	0
evm.model.10.282.1.5bd9b13d	1050	692.5	0	0
evm.model.10.282.5.5bd9b13d	789	431.5	0	0
evm.model.10.282	1132	774.5	0	0
evm.model.10.282.2.5bd9b13d	886	528.5	12	47.5011
evm.model.10.282.4.5bd9b13d	1412	1054.5	0	0
evm.model.01.1936	240	92	0	0
evm.model.01.2877	369	221	0	0
evm.model.09.1347	4602	4244.5	0	0
evm.model.02.1925	4806	4448.5	2.87519	1.35214
evm.model.07.270	1260	902.5	2	4.63608
novel_model_3830_5bd9a17a	2451	2093.5	2	1.99859
evm.model.01.2844	246	98	0	0
evm.model.05.556	417	269	0	0
evm.model.09.1360	333	185	0	0
evm.model.09.1517	4632	4274.5	0	0
novel_model_4177_5bd9a17a	1382	1024.5	53	108.226
novel_model_4178_5bd9a17a.1.5bd9b139	1280	922.5	0	0
novel_model_4179_5bd9a17a.2.5bd9b139	1517	1159.5	0	0
novel_model_4698_5bd9a17a.2.5bd9b13a	1386	1028.5	0	0
novel_model_4700_5bd9a17a.5.5bd9b13a	1061	703.5	2	5.94749
novel_model_4696_5bd9a17a.4.5bd9b13a	1532	1174.5	0	0
novel_model_4699_5bd9a17a.1.5bd9b13a	1525	1167.5	0	0
novel_model_4697_5bd9a17a.3.5bd9b13a	1473	1115.5	0	0
novel_model_4695_5bd9a17a	1463	1105.5	0	0
evm.model.07.1005	1782	1424.5	2	2.93721
novel_model_740_5bd9a17a	1269	911.5	6	13.7709
novel_model_741_5bd9a17a.1.5bd9b134	1647	1289.5	0	0
evm.model.08.1532	927	569.5	0	0
novel_model_6193_5bd9a17a	879	521.5	0	0
evm.model.01.2454	531	383	0	0
evm.model.02.1506	2190	1832.5	11.5696	13.2082
evm.model.07.1130	930	572.5	0	0
evm.model.09.1624	1191	833.5	0	0
evm.model.06.1533	468	320	0	0
evm.model.04.1110	678	320.5	0	0
evm.model.07.1463	267	119	0	0
evm.model.06.2098	462	314	0	0
evm.model.04.1027	1029	671.5	0	0
evm.model.07.224	465	317	0	0
evm.model.02.1210	893	535.5	7.21318	28.1796
evm.model.10.593	1326	968.5	0	0
evm.model.07.1249	1864	1506.5	3	4.16601
evm.model.07.1249.1.5bd9b13c	1797	1439.5	0	0
evm.model.ctgX8.3	810	452.5	0	0
evm.model.05.1899	720	362.5	0	0
evm.model.ctgX2.51	324	176	0	0
evm.model.10.568	393	245	0	0
novel_model_2034_5bd9a17a	1139	781.5	0	0
evm.model.08.240	1680	1322.5	46	72.7662
evm.model.04.1217	1869	1511.5	0	0
novel_model_4415_5bd9a17a	911	553.5	3	11.3389
novel_model_4418_5bd9a17a.1.5bd9b139	1167	809.5	0	0
novel_model_4422_5bd9a17a.7.5bd9b139	1263	905.5	0	0
novel_model_4421_5bd9a17a.6.5bd9b139	1787	1429.5	0	0
novel_model_4416_5bd9a17a.3.5bd9b139	1129	771.5	0	0
novel_model_4417_5bd9a17a.2.5bd9b139	1134	776.5	0	0
novel_model_4420_5bd9a17a.4.5bd9b139	1317	959.5	0	0
novel_model_4419_5bd9a17a.5.5bd9b139	1738	1380.5	0	0
evm.model.09.83	4257	3899.5	20	10.7297
evm.model.ctgX9.4	621	263.5	0	0
evm.model.07.1620	1056	698.5	11	32.9453
evm.model.04.1330	2082	1724.5	130.135	157.87
novel_model_7239_5bd9a17a	1877	1519.5	6.21717	8.55973
evm.model.05.2045	1284	926.5	0	0
novel_model_4945_5bd9a17a	1472	1114.5	26	48.8046
evm.model.08.1636	339	191	10	109.53
novel_model_1049_5bd9a17a	1564	1206.5	0	0
novel_model_1381_5bd9a17a	901	543.5	10	38.4918
evm.model.06.742	1305	947.5	1	2.20795
evm.model.08.394	270	122	0	0
evm.model.06.315	1489	1131.5	16	29.5824
evm.model.06.952.2.5bd9b13a	2324	1966.5	7.56219e-06	8.04491e-06
evm.model.06.952.3.5bd9b13a	1675	1317.5	0	0
evm.model.06.952.1.5bd9b13a	2298	1940.5	0.999992	1.07808
evm.model.06.952	2384	2026.5	0	0
evm.model.08.1950	1071	713.5	35	102.622
evm.model.01.2671	1173	815.5	44	112.875
evm.model.07.1875	993	635.5	3	9.87583
evm.model.03.447	1050	692.5	0	0
evm.model.05.488	1221	863.5	0	0
novel_model_5047_5bd9a17a.1.5bd9b13a	1291	933.5	0	0
novel_model_5046_5bd9a17a	1702	1344.5	17.9267	27.8937
evm.model.02.607	4431	4073.5	0	0
evm.model.08.1017	1335	977.5	1	2.14018
evm.model.04.667	390	242	0	0
evm.model.06.162	303	155	0	0
evm.model.03.1820	1917	1559.5	0	0
evm.model.05.551	363	215	0	0
novel_model_1871_5bd9a17a	842	484.5	0	0
evm.model.08.1020	1620	1262.5	29	48.0545
evm.model.06.2013	2532	2174.5	18	17.3173
novel_model_1088_5bd9a17a.10.5bd9b135	2266	1908.5	0	0
novel_model_1085_5bd9a17a.7.5bd9b135	1952	1594.5	7.23178	9.4883
novel_model_1078_5bd9a17a	1813	1455.5	52.3031	75.1766
novel_model_1087_5bd9a17a.11.5bd9b135	2281	1923.5	0	0
novel_model_1081_5bd9a17a.4.5bd9b135	1877	1519.5	0	0
novel_model_1086_5bd9a17a.6.5bd9b135	1944	1586.5	0	0
novel_model_1079_5bd9a17a.5.5bd9b135	1888	1530.5	13.4651	18.4054
novel_model_1080_5bd9a17a.1.5bd9b135	1831	1473.5	3.18869e-06	4.52721e-06
novel_model_1083_5bd9a17a.2.5bd9b135	1907	1549.5	0	0
novel_model_1084_5bd9a17a.8.5bd9b135	1806	1448.5	0	0
novel_model_1090_5bd9a17a.12.5bd9b135	2445	2087.5	0	0
novel_model_1089_5bd9a17a.9.5bd9b135	2203	1845.5	0	0
novel_model_1082_5bd9a17a.3.5bd9b135	1830	1472.5	0	0
evm.model.06.765.5.5bd9b13a	1764	1406.5	0	0
evm.model.06.765.1.5bd9b13a.1.5bdae6dc	1622	1264.5	0	0
evm.model.06.765	1685	1327.5	7.99999	12.6073
evm.model.06.765.3.5bd9b13a	1534	1176.5	5.8099e-06	1.0331e-05
evm.model.06.765.1.5bd9b13a	1562	1204.5	0	0
evm.model.06.765.4.5bd9b13a	1416	1058.5	0	0
evm.model.06.765.1.5bd9b13a.3.5bdae6dc	1344	986.5	0	0
evm.model.06.765.2.5bd9b13a	1575	1217.5	0	0
evm.model.06.765.1.5bd9b13a.2.5bdae6dc	1509	1151.5	0	0
evm.model.02.983	1318	960.5	90	196.026
novel_model_3085_5bd9a17a.3.5bd9b137	1354	996.5	3	6.29813
novel_model_3087_5bd9a17a.5.5bd9b137	830	472.5	0	0
novel_model_3084_5bd9a17a.2.5bd9b137	1594	1236.5	0	0
novel_model_3082_5bd9a17a	1474	1116.5	0	0
novel_model_3083_5bd9a17a.1.5bd9b137	1491	1133.5	0	0
novel_model_3086_5bd9a17a.4.5bd9b137	998	640.5	0	0
evm.model.01.253	2123	1765.5	24	28.4388
evm.model.10.527	1360	1002.5	3	6.26044
evm.model.10.716	618	260.5	0	0
evm.model.01.2573.1.5bdae6e4	2371	2013.5	8.72778	9.06818
evm.model.01.2573	1932	1574.5	16.2722	21.6208
evm.model.01.2573.2.5bdae6e4	1777	1419.5	0	0
novel_model_7123_5bd9a17a	1058	700.5	4.99643	14.9217
novel_model_7124_5bd9a17a.1.5bd9b13d	2178	1820.5	13.0036	14.9431
evm.model.08.848	876	518.5	0	0
evm.model.04.382	1350	992.5	0	0
novel_model_4000_5bd9a17a.2.5bd9b139	693	335.5	0	0
novel_model_3999_5bd9a17a.1.5bd9b139	1808	1450.5	0	0
novel_model_3998_5bd9a17a	1832	1474.5	8	11.3504
evm.model.05.1109	792	434.5	0	0
evm.model.02.2308	1902	1544.5	4	5.41801
evm.model.06.1992	915	557.5	0	0
evm.model.03.487	510	362	0	0
evm.model.03.1358	1113	755.5	0	0
evm.model.02.2429	282	134	37	577.65
evm.model.06.12	270	122	0	0
evm.model.05.1857	1768	1410.5	1	1.48318
evm.model.ctgX4.4	439	291	0	0
evm.model.06.394	354	206	0	0
evm.model.01.1200	1265	907.5	5	11.5263
evm.model.09.1343	936	578.5	8	28.9304
evm.model.01.262	1257	899.5	7	16.2804
novel_model_6630_5bd9a17a	718	360.5	1	5.80313
evm.model.08.760	279	131	0	0
evm.model.02.1408	393	245	0	0
evm.model.07.103	708	350.5	0	0
evm.model.09.1354	993	635.5	26	85.5905
evm.model.04.1391	1599	1241.5	0	0
evm.model.04.259	1206	848.5	23	56.7079
evm.model.07.352	1105	747.5	16	44.7792
evm.model.02.2796	1179	821.5	0	0
novel_model_5765_5bd9a17a	1644	1286.5	0	0
evm.model.02.2001	1802	1444.5	0	0
evm.model.02.2001.1.5bdae6e2	1960	1602.5	0	0
evm.model.01.589	1515	1157.5	1	1.80737
evm.model.04.1847	291	143	0	0
evm.model.04.1425	2065	1707.5	15.0441	18.432
evm.model.04.1425.1.5bd9b138	1838	1480.5	1.95595	2.76386
evm.model.03.556	558	410	0	0
evm.model.10.698	2789	2431.5	2	1.72077
evm.model.07.1694	732	374.5	0	0
novel_model_2166_5bd9a17a	1280	922.5	0	0
novel_model_2167_5bd9a17a.1.5bd9b136	1442	1084.5	8	15.4322
evm.model.ctgX47.3	1833	1475.5	5.5425	7.85839
evm.model.ctgX47.3.1.5bd9b13d	4210	3852.5	1.4575	0.791471
evm.model.05.886	279	131	0	0
evm.model.02.2065	1953	1595.5	0	0
evm.model.02.2065.1.5bd9b136	1449	1091.5	10	19.1666
novel_model_6569_5bd9a17a	777	419.5	2	9.97392
evm.model.06.1432	1347	989.5	0	0
evm.model.05.1191	2379	2021.5	100	103.489
novel_model_7212_5bd9a17a	1177	819.5	19.3964	49.5155
novel_model_7213_5bd9a17a.1.5bd9b13d	1008	650.5	8.60355	27.6693
evm.model.09.1315	1569	1211.5	0	0
evm.model.10.657	1438	1080.5	2	3.87234
evm.model.08.1622	648	290.5	0	0
evm.model.01.2570	582	224.5	1	9.31861
evm.model.04.484	687	329.5	0	0
evm.model.07.351	1476	1118.5	1	1.87039
evm.model.09.1395	3345	2987.5	1	0.700261
evm.model.02.802	2547	2189.5	1	0.955483
evm.model.10.1668	678	320.5	0	0
evm.model.04.2391	1509	1151.5	0	0
novel_model_63_5bd9a17a	751	393.5	1.55111	8.24642
evm.model.06.1951	1158	800.5	44	114.99
evm.model.03.595	1560	1202.5	8.07405	14.0467
evm.model.02.1077	375	227	0	0
evm.model.06.119.1.5bd9b139	2034	1676.5	33.8687	42.2632
evm.model.06.119	1737	1379.5	6.13131	9.29821
evm.model.05.103.2.5bdae6d8	1757	1399.5	0	0
evm.model.05.103	2356	1998.5	0	0
evm.model.05.103.1.5bd9b139	1069	711.5	0	0
evm.model.05.103.3.5bdae6d8	2018	1660.5	0	0
evm.model.05.103.1.5bdae6d8	1755	1397.5	0	0
novel_model_1458_5bd9a17a.1.5bd9b135	732	374.5	0.34349	1.9188
novel_model_1457_5bd9a17a	2652	2294.5	34.6565	31.5984
novel_model_1459_5bd9a17a.3.5bd9b135	2174	1816.5	0	0
novel_model_1460_5bd9a17a.2.5bd9b135	972	614.5	0	0
evm.model.06.1767	1533	1175.5	18	32.0345
evm.model.01.540.1.5bdae6db	2840	2482.5	67	56.4616
evm.model.01.540	3309	2951.5	0	0
evm.model.03.2082	3180	2822.5	6.10328	4.52373
novel_model_5571_5bd9a17a	1482	1124.5	3	5.58122
evm.model.01.649	609	251.5	2	16.6364
novel_model_3887_5bd9a17a	1436	1078.5	1	1.93976
evm.model.04.1579	1422	1064.5	0	0
novel_model_6662_5bd9a17a	790	432.5	9	43.5336
evm.model.06.998	3723	3365.5	0	0
evm.model.03.1538	1761	1403.5	0	0
evm.model.06.696	2454	2096.5	5	4.98934
evm.model.07.587	357	209	0	0
evm.model.02.1067	1438	1080.5	15	29.0425
evm.model.01.3041	1170	812.5	0	0
evm.model.05.134	3471	3113.5	22	14.7823
