target_id	length	eff_length	est_counts	tpm
evm.model.01.40	19438	19184.7	49	4.62897
evm.model.10.2068	11221	10967.7	4.52975	0.748519
evm.model.03.2112	13918	13664.7	58	7.69257
evm.model.03.111	6068	5814.67	5	1.55843
evm.model.01.2715	11760	11506.7	19	2.99259
evm.model.02.1085	13396	13142.7	62.185	8.5752
evm.model.06.1418	7504	7250.67	71	17.7469
evm.model.05.181	34933	34679.7	63	3.29237
evm.model.05.2038	26225	25971.7	85.715	5.98135
evm.model.10.1136	22495	22241.7	80	6.51876
evm.model.06.1594	10718	10464.7	57	9.8717
evm.model.02.2069	12526	12272.7	28	4.13487
evm.model.01.3	18155	17901.7	99	10.0227
novel_model_2271_5bd9a17a.1.5bd9b136	878	624.667	0	0
novel_model_2272_5bd9a17a.2.5bd9b136	1085	831.667	0	0
novel_model_2270_5bd9a17a	1157	903.667	3	6.01666
novel_model_1704_5bd9a17a	1529	1275.67	1	1.42071
evm.model.02.266	396	142.667	0	0
evm.model.02.43	1794	1540.67	17	19.9978
evm.model.02.3047	1707	1453.67	4	4.98698
novel_model_994_5bd9a17a	1418	1164.67	14.3229	22.288
novel_model_997_5bd9a17a.2.5bd9b135	1547	1293.67	0	0
novel_model_995_5bd9a17a.1.5bd9b135	1323	1069.67	16.6771	28.2563
novel_model_996_5bd9a17a.3.5bd9b135	1178	924.667	0	0
evm.model.05.1111	1194	940.667	0	0
evm.model.07.208	1055	801.667	0	0
evm.model.10.9	988	734.667	30	74.0071
evm.model.02.2874	1731	1477.67	3.01565	3.69868
evm.model.02.2874.1.5bd9b136	1241	987.667	2.98435	5.47624
evm.model.06.1955	696	442.667	5	20.4708
evm.model.03.1605	1305	1051.67	0	0
evm.model.02.1964	1233	979.667	0	0
evm.model.10.1123	1200	946.667	0	0
evm.model.10.282.3.5bd9b13d	975	721.667	10.1163	25.4054
evm.model.10.282.3.5bd9b13d.1.5bdae6dc	917	663.667	0	0
evm.model.10.282.1.5bd9b13d	1050	796.667	0	0
evm.model.10.282.5.5bd9b13d	789	535.667	1.15625	3.912
evm.model.10.282	1132	878.667	1.97019	4.06374
evm.model.10.282.2.5bd9b13d	886	632.667	2.75729	7.8986
evm.model.10.282.4.5bd9b13d	1412	1158.67	0	0
evm.model.01.1936	240	49.5	0	0
evm.model.01.2877	369	178.5	0	0
evm.model.09.1347	4602	4348.67	0	0
evm.model.02.1925	4806	4552.67	3.70564	1.47516
evm.model.07.270	1260	1006.67	5	9.00175
novel_model_3830_5bd9a17a	2451	2197.67	2	1.64934
evm.model.01.2844	246	55.5	0	0
evm.model.05.556	417	163.667	0	0
evm.model.09.1360	333	142.5	0	0
evm.model.09.1517	4632	4378.67	0	0
novel_model_4177_5bd9a17a	1382	1128.67	95.8682	153.94
novel_model_4178_5bd9a17a.1.5bd9b139	1280	1026.67	0	0
novel_model_4179_5bd9a17a.2.5bd9b139	1517	1263.67	15.1318	21.702
novel_model_4698_5bd9a17a.2.5bd9b13a	1386	1132.67	0	0
novel_model_4700_5bd9a17a.5.5bd9b13a	1061	807.667	0	0
novel_model_4696_5bd9a17a.4.5bd9b13a	1532	1278.67	7	9.92163
novel_model_4699_5bd9a17a.1.5bd9b13a	1525	1271.67	0	0
novel_model_4697_5bd9a17a.3.5bd9b13a	1473	1219.67	0	0
novel_model_4695_5bd9a17a	1463	1209.67	0	0
