target_id	length	eff_length	est_counts	tpm
evm.model.01.40	19438	19331.1	35	4.80945
evm.model.10.2068	11221	11114.1	4.14151	0.989848
evm.model.03.2112	13918	13811.1	24	4.61601
evm.model.03.111	6068	5961.13	6	2.67367
evm.model.01.2715	11760	11653.1	8	1.82361
evm.model.02.1085	13396	13289.1	23	4.59744
evm.model.06.1418	7504	7397.13	30	10.7731
evm.model.05.181	34933	34826.1	38	2.89843
evm.model.05.2038	26225	26118.1	49.437	5.028
evm.model.10.1136	22495	22388.1	43	5.10194
evm.model.06.1594	10718	10611.1	27	6.75907
evm.model.02.2069	12526	12419.1	19	4.06394
evm.model.01.3	18155	18048.1	49	7.21188
novel_model_2271_5bd9a17a.1.5bd9b136	878	771.133	0	0
novel_model_2272_5bd9a17a.2.5bd9b136	1085	978.133	0	0
novel_model_2270_5bd9a17a	1157	1050.13	3	7.5886
novel_model_1704_5bd9a17a	1529	1422.13	0	0
evm.model.02.266	396	289.133	0	0
evm.model.02.43	1794	1687.13	3	4.72342
evm.model.02.3047	1707	1600.13	0	0
novel_model_994_5bd9a17a	1418	1311.13	2.23451	4.5271
novel_model_997_5bd9a17a.2.5bd9b135	1547	1440.13	0	0
novel_model_995_5bd9a17a.1.5bd9b135	1323	1216.13	6.76549	14.7776
novel_model_996_5bd9a17a.3.5bd9b135	1178	1071.13	0	0
evm.model.05.1111	1194	1087.13	0	0
evm.model.07.208	1055	948.133	1	2.80166
evm.model.10.9	988	881.133	15	45.2204
evm.model.02.2874	1731	1624.13	3.31456	5.42112
evm.model.02.2874.1.5bd9b136	1241	1134.13	0.685442	1.60543
evm.model.06.1955	696	589.133	3	13.5267
evm.model.03.1605	1305	1198.13	0	0
evm.model.02.1964	1233	1126.13	0	0
evm.model.10.1123	1200	1093.13	0	0
evm.model.10.282.3.5bd9b13d	975	868.133	0	0
evm.model.10.282.3.5bd9b13d.1.5bdae6dc	917	810.133	5.23194	17.155
evm.model.10.282.1.5bd9b13d	1050	943.133	0	0
evm.model.10.282.5.5bd9b13d	789	682.133	0	0
evm.model.10.282	1132	1025.13	4.76806	12.3551
evm.model.10.282.2.5bd9b13d	886	779.133	0	0
evm.model.10.282.4.5bd9b13d	1412	1305.13	0	0
evm.model.01.1936	240	133.133	0	0
evm.model.01.2877	369	262.133	0	0
evm.model.09.1347	4602	4495.13	0	0
evm.model.02.1925	4806	4699.13	1.21657	0.687708
evm.model.07.270	1260	1153.13	2	4.60718
novel_model_3830_5bd9a17a	2451	2344.13	0	0
evm.model.01.2844	246	139.133	0	0
evm.model.05.556	417	310.133	0	0
evm.model.09.1360	333	226.133	0	0
evm.model.09.1517	4632	4525.13	0	0
novel_model_4177_5bd9a17a	1382	1275.13	31.7324	66.1047
novel_model_4178_5bd9a17a.1.5bd9b139	1280	1173.13	0	0
novel_model_4179_5bd9a17a.2.5bd9b139	1517	1410.13	9.26761	17.4579
novel_model_4698_5bd9a17a.2.5bd9b13a	1386	1279.13	0	0
novel_model_4700_5bd9a17a.5.5bd9b13a	1061	954.133	2	5.56808
novel_model_4696_5bd9a17a.4.5bd9b13a	1532	1425.13	0	0
novel_model_4699_5bd9a17a.1.5bd9b13a	1525	1418.13	0	0
novel_model_4697_5bd9a17a.3.5bd9b13a	1473	1366.13	0	0
novel_model_4695_5bd9a17a	1463	1356.13	0	0
evm.model.07.1005	1782	1675.13	1	1.58575
novel_model_740_5bd9a17a	1269	1162.13	6	13.7145
novel_model_741_5bd9a17a.1.5bd9b134	1647	1540.13	0	0
evm.model.08.1532	927	820.133	0	0
novel_model_6193_5bd9a17a	879	772.133	0	0
evm.model.01.2454	531	424.133	0	0
evm.model.02.1506	2190	2083.13	3	3.82551
